textid	text	label	source	error_type	specific_error	num_errors
7526	I was trying to finish my project but lack of time ruined everything. I'm livid. My partner really upset me when they interrupted me. I'm still mad about it.	anger	synthetic_variant	NA	NA	0
7527	I don't know what I'll do if what I'm dreading actually happens. The thought of public speaking keeps me up at night. I'm terrfiied that disappointment might occur soon.	fear	synthetic_variant	Word	Scrambled Letter	2
7528	My day consisted mainly of daily responsibilities. I spent most of the day doing household chores.	neutral	synthetic_variant	NA	NA	0
7529	My plans fell through left me wondering what's really going on. Todya my bsos told me unclear instructions and I'm completely lost.	confusion	synthetic_variant	Word	Scrambled Letter	2
7530	I proved to myself that I can achieve my goal.	pride	synthetic_variant	Sentence	Missing Subject	0
7531	I feel accomplished after completing finish my porject. I finally managed to finish on time and it feels amazing! I finally managed to solve the problem and it feels amazing!	pride	synthetic_variant	Word	Scrambled Letter	3
7532	I'm heartbroken about the outckme. I'm heartbroken about how things turned oyt.	sadness	synthetic_variant	Word	Adjacent Key	2
7533	If my presentation went well happened and i'm so pumped	excitement	synthetic_variant	Sentence	Missing Complete Thought	0
7534	I ish I could take ack my outfit choice from today. I got bad news happened and now I'm too mortified to show my face.	embarrassment	synthetic_variant	Word	Missing Letter	2
7535	Traffic was terrible happened and now I'm too mortified to show my face. Because i got bad news happened and now	embarrassment	synthetic_variant	Sentence	Missing Complete Thought	0
7536	I never expected my old friend contacted me to happen! What a shock!	surprise	synthetic_variant	NA	NA	0
7537	about starting my new hobby makes me grin from ear to ear! Just thinking about seeing old friends makes me grin from ear to ear! I can't wait for the concert! It's going to be amazing!	excitement	synthetic_variant	Sentence	Missing Subject	0
7538	Tomorrow I need to lead the meeting and I'm so nervous. Tomorrow I need to give a speech and I'm so nervous.	nervousness	synthetic_variant	NA	NA	0
7539	Everything about today was perfect, especially thhe meal. TToday was wonderful because I made a new friend. I feel so happy! Today waas wonderful because I hit my goal. I feel so happy!	joy	synthetic_variant	Word	Repeating Letter	3
7540	I never expected my old friend contacted me to happen! What a shock! I couldn't believe it when my idea was chosen took place! Out of nowhere, a promotion offer occurred and	surprise	synthetic_variant	Sentence	Missing Object	0
7541	The contest results has me on edge and I can't relax. The thought of the unknown keeps me up at night. While i'm really worried about losing my job. what if something	fear	synthetic_variant	Sentence	Missing Complete Thought	0
7542	I can't stop worrying about letting people down. My stomach is in knots. 'm stressed out about my relationships nd can't seem to calm down.	nervousness	synthetic_variant	Word	Missing Letter	2
7543	Although i can't wait for the weekend!	excitement	synthetic_variant	Sentence	Missing Complete Thought	0
7544	feel blessed that this opportunity came into my life. Unexpected help happened and I couldn't stop smiling. I feel blessed that good health came into my life.	joy	synthetic_variant	Sentence	Missing Subject	0
7545	Today brought an unexpected twist with	surprise	synthetic_variant	Sentence	Missing Object	0
7546	Today was terrible because my plans fell through. I'm so angry I could scream. coworker really upset me when they cancelled on me. I'm still mad about it. Today was terrible because my plans fell through. I'm so angry I could scream.	anger	synthetic_variant	Sentence	Missing Subject	0
7547	I can't stop worrying about letting people down. My stomach is in knots. I'm stressed out about the project and can't zeem to calj down. The tryout is making me feel uneasy and festless.	nervousness	synthetic_variant	Word	Adjacent Key	3
7548	Today sas hard. Plans changed and I can't dtop feeling blue.	sadness	synthetic_variant	Word	Adjacent Key	2
7549	Everything about today was perfect, especially thhe meall.	joy	synthetic_variant	Word	Repeating Letter	2
7550	really upset me when they took credit for my work. I'm still mad about it.	anger	synthetic_variant	Sentence	Missing Subject	0
7551	My friend keeps doing being late and it's driving me crazy.	anger	synthetic_variant	NA	NA	0
7552	Today I worked. It was a pretty normal day. Today I did chores. It was a pretty normal day.	neutral	synthetic_variant	NA	NA	0
7553	I can't shake this sadness from the news. The pyrrhic win has me feeling	sadness	synthetic_variant	Sentence	Missing Object	0
7554	I made a new friend and I'm so pumped about it! I hit my goal and I'm so pumped about it!	excitement	synthetic_variant	NA	NA	0
7555	I wish I could take back what I said from today. I can't stop thinking about how I laughed at the wrong time. So	embarrassment	synthetic_variant	Sentence	Missing Object	0
7556	I had to dela with rude behavior today and it was absolutely revolting. I had to deal with dirty conditions today and it was absolutely revolting.	disgust	synthetic_variant	Word	Scrambled Letter	2
7557	I accidentally psilled coffee in rfont of everyone. I wanted to disappear.	embarrassment	synthetic_variant	Word	Scrambled Letter	3
7558	special happened today. Just routine tasks. Nothing special happened today. Just my normal schedule.	neutral	synthetic_variant	Sentence	Missing Subject	0
7559	I don't know what I'lll do if what I'm dreaading actually happens. I'm terrified thhat rejection might occur soon.	fear	synthetic_variant	Word	Repeating Letter	3
7560	Nothing special happened today. Just routine tasks. I spent most of the day running errands.	neutral	synthetic_variant	Word	Repeating Letter	1
7561	The thought of public speaking keeps me up at night. The thought of confrontation keeps me up at night.	fear	synthetic_variant	NA	NA	0
7562	I couldn't believe it when my idea was chosen! Today brought an unexpected twist with unforeseen complication.	surprise	synthetic_variant	NA	NA	0
7563	Today was wonderful because My presentation went well. I feel so happy! Good weather and I couldn't stop smiling.	joy	synthetic_variant	NA	NA	0
7564	Tomorrow I need to lead the meeting and I'm so nervous. I'm stressed out about my schedule and can't seem to calm down.	nervousness	synthetic_variant	NA	NA	0
7565	Today was wonderful becuase I hit my goal. I fele so happy!	joy	synthetic_variant	Word	Scrambled Letter	3
7566	of nowhere, an unexpected visitor occurred and I was stunned! Out of nowhere, a promotion offer occurred and I was stunned!	surprise	synthetic_variant	Sentence	Missing Subject	0
7567	was completely caught off guard when someone remembered my birthday happened.	surprise	synthetic_variant	Sentence	Missing Subject	0
7568	I don't understand why the store was closed. Nothing makes sense anymore. I got bad news, which, which, which left me wondering what's really going on. Today my colleague told me something contradictory and I'm completely lost.	confusion	synthetic_variant	NA	NA	0
7569	Out of nowhere, good news occurred and I was stunned! I was completely caught off guard when I got recognized happened. I was completely caught of guard when I ot recognized happened.	surprise	synthetic_variant	Word	Missing Letter	2
7570	Today I proved to myself that I can complete this project. While i'm really satisfied with how i handled	pride	synthetic_variant	Sentence	Missing Complete Thought	0
7571	If i feel really down because	sadness	synthetic_variant	Sentence	Missing Complete Thought	0
7572	Nothing special happened today. Just my normal schedule.	neutral	synthetic_variant	NA	NA	0
7573	I'm terrified that rejection might occur soon.	fear	synthetic_variant	NA	NA	0
7574	I don't know what I'll do if what I'm dreading actually happens.	fear	synthetic_variant	NA	NA	0
7575	I feel really down because a setback.	sadness	synthetic_variant	NA	NA	0
7576	I wish I could take back what I said from today. The meeting got cancelled and now I'm too mortified to show my face.	embarrassment	synthetic_variant	NA	NA	0
7577	Today was wonderful because My resentation went well. I feel so hapy!	joy	synthetic_variant	Word	Missing Letter	2
7578	I'm really worried about losing my job. What if something bad happens? The future uncertainty has me on edge and I can't relax.	fear	synthetic_variant	NA	NA	0
7579	The endless climb has me feeling really low.	sadness	synthetic_variant	NA	NA	0
7580	The disability has me feeling really low. I feel really down because a disappointment. I can't shake this sadness from what.	sadness	synthetic_variant	NA	NA	0
7581	I can't stop worrying aout letting people down. My stomach is in knots.	nervousness	synthetic_variant	Word	Missing Letter	2
